Player,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Aaron Ramsdale,0.065040650406504,0.048780487804878,0.065040650406504,0.0,0.0,0.048780487804878,0.056910569105691,4.878048780487805,0.008130081300813,0.0,0.0,0.0,0.016260162601626,0.08130081300813,0.6504065040650406,0.0975609756097561
Ben White,1.475609756097561,0.7682926829268293,0.7439024390243902,0.5609756097560976,0.1707317073170731,0.8902439024390244,1.6097560975609757,39.73780487804878,0.7195121951219512,1.353658536585366,0.6463414634146342,0.7073170731707317,1.3780487804878048,2.8536585365853657,2.2439024390243905,0.0
William Saliba,1.4329896907216495,0.8144329896907216,1.0103092783505154,0.3505154639175257,0.0721649484536082,0.6597938144329897,0.9072164948453608,44.9319587628866,0.2474226804123711,0.7319587628865979,0.5154639175257731,0.2164948453608247,1.3402061855670102,2.77319587628866,2.9072164948453607,0.0824742268041237
Gabriel Dos Santos,1.3873873873873874,0.8918918918918919,0.963963963963964,0.3423423423423423,0.081081081081081,0.6306306306306306,0.918918918918919,38.43873873873874,0.2882882882882883,1.117117117117117,0.7387387387387387,0.3783783783783784,0.8288288288288288,2.216216216216216,3.5045045045045047,0.1171171171171171
Kieran Tierney,0.9342105263157896,0.618421052631579,0.4210526315789473,0.3947368421052631,0.1184210526315789,0.4605263157894737,0.8026315789473685,29.714473684210528,0.3421052631578947,0.8947368421052632,0.2631578947368421,0.631578947368421,0.6052631578947368,1.5394736842105263,2.1842105263157894,0.0131578947368421
Oleksandr Zinchenko,1.7710843373493976,1.0843373493975903,0.7469879518072289,0.7108433734939759,0.3132530120481928,0.8313253012048193,1.6385542168674698,33.63614457831326,0.8072289156626506,0.6867469879518072,0.1204819277108433,0.5662650602409639,1.036144578313253,2.8072289156626504,1.2048192771084338,0.0481927710843373
Albert Sambi Lokonga,0.92,0.76,0.44,0.36,0.12,0.48,0.64,30.0,0.16,0.52,0.28,0.24,0.72,1.64,0.56,0.16
Martin Ødegaard,0.9702970297029704,0.495049504950495,0.1881188118811881,0.4851485148514851,0.297029702970297,0.3564356435643564,1.198019801980198,17.22673267326733,0.8415841584158416,0.396039603960396,0.0198019801980198,0.3762376237623762,0.3267326732673267,1.297029702970297,0.2574257425742574,0.0099009900990099
Thomas Partey,2.1419753086419755,1.3271604938271604,1.0123456790123455,0.9197530864197532,0.2098765432098765,0.8395061728395061,1.8641975308641976,33.762962962962966,1.0246913580246917,0.8641975308641975,0.191358024691358,0.6728395061728395,1.308641975308642,3.450617283950617,1.0493827160493827,0.0802469135802469
Granit Xhaka,1.5705882352941176,0.9647058823529412,0.7235294117647059,0.6647058823529411,0.1823529411764705,0.7411764705882353,1.7176470588235293,32.56823529411765,0.976470588235294,0.888235294117647,0.2941176470588235,0.5941176470588235,0.8588235294117647,2.429411764705882,1.611764705882353,0.0823529411764705
Bukayo Saka,1.045045045045045,0.6126126126126126,0.4324324324324324,0.3693693693693693,0.2432432432432432,0.4054054054054054,1.1261261261261262,21.24504504504505,0.7207207207207207,0.6756756756756757,0.063063063063063,0.6126126126126126,0.6036036036036037,1.648648648648649,0.6666666666666666,0.0
Martinelli,0.9295774647887324,0.5915492957746479,0.3380281690140845,0.352112676056338,0.2394366197183098,0.3098591549295774,0.9154929577464788,15.44507042253521,0.6056338028169014,0.8450704225352113,0.0422535211267605,0.8028169014084507,0.5352112676056338,1.4647887323943662,0.5070422535211268,0.0
Eddie Nketiah,0.3380281690140845,0.1971830985915492,0.0704225352112676,0.1830985915492957,0.0845070422535211,0.0422535211267605,0.1830985915492957,4.225352112676056,0.1408450704225352,0.3661971830985915,0.028169014084507,0.3380281690140845,0.0985915492957746,0.4366197183098591,0.2394366197183098,0.0
Gabriel Jesus,0.6380368098159509,0.3803680981595092,0.1901840490797546,0.1901840490797546,0.2576687116564417,0.2085889570552147,0.7484662576687117,12.3920245398773,0.5398773006134969,0.656441717791411,0.0306748466257668,0.6257668711656442,0.3680981595092024,1.0061349693251531,0.2392638036809816,0.0061349693251533
Vicente Guaita,0.0176470588235294,0.0117647058823529,0.0176470588235294,0.0,0.0,0.0176470588235294,0.0235294117647058,1.7647058823529411,0.0058823529411764,0.0,0.0,0.0,0.0294117647058823,0.0470588235294117,0.3529411764705882,0.0470588235294117
Nathaniel Clyne,1.5,0.8103448275862069,0.7586206896551724,0.6379310344827587,0.1034482758620689,0.6551724137931034,1.2586206896551724,33.36206896551724,0.603448275862069,0.5862068965517241,0.1551724137931034,0.4310344827586206,0.9655172413793104,2.4655172413793105,1.7758620689655171,0.0344827586206896
Joachim Andersen,1.0503597122302155,0.6258992805755396,0.7410071942446043,0.2733812949640288,0.0359712230215827,0.5035971223021583,0.9064748201438848,32.9726618705036,0.4028776978417266,0.8705035971223022,0.5179856115107914,0.3525179856115107,1.079136690647482,2.129496402877698,4.611510791366906,0.0575539568345323
Marc Guéhi,1.0196078431372548,0.4313725490196078,0.7450980392156863,0.2549019607843137,0.0196078431372549,0.4901960784313725,0.6470588235294118,38.88823529411765,0.1568627450980392,1.1372549019607845,0.7843137254901961,0.3529411764705882,1.0,2.019607843137255,3.5294117647058822,0.0
Tyrick Mitchell,2.581081081081081,1.4189189189189189,1.7567567567567568,0.5540540540540541,0.2702702702702703,1.0405405405405406,1.7567567567567568,46.64594594594595,0.7162162162162162,1.2702702702702702,0.2567567567567567,1.0135135135135136,0.972972972972973,3.554054054054054,2.608108108108108,0.0135135135135135
Luka Milivojević,2.05625,1.2625,0.91875,0.93125,0.20625,1.025,2.25625,41.273125,1.23125,1.06875,0.2625,0.80625,1.48125,3.5375,1.59375,0.075
Cheick Doucouré,2.35,1.375,1.0875,1.0875,0.175,0.9875,2.0625,39.228750000000005,1.075,0.85,0.2125,0.6375,1.7625,4.1125,0.775,0.0125
Will Hughes,2.1386138613861387,1.2277227722772277,0.693069306930693,1.099009900990099,0.3465346534653465,0.6732673267326733,1.6336633663366336,30.6019801980198,0.9603960396039604,1.316831683168317,0.2277227722772277,1.0891089108910892,0.8415841584158416,2.98019801980198,0.7425742574257426,0.0
Jeffrey Schlupp,1.5347222222222223,0.8958333333333334,0.7430555555555556,0.6458333333333334,0.1458333333333333,0.5625,1.2291666666666667,26.679166666666667,0.6666666666666666,1.0902777777777777,0.2847222222222222,0.8055555555555556,0.7430555555555556,2.2777777777777777,1.1319444444444444,0.0069444444444444
Malcolm Ebiowei,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
Eberechi Eze,0.8548387096774194,0.5,0.3548387096774194,0.3548387096774194,0.1451612903225806,0.4516129032258064,0.9193548387096774,26.638709677419357,0.4677419354838709,0.5161290322580645,0.064516129032258,0.4516129032258064,0.532258064516129,1.3870967741935485,0.1935483870967742,0.0161290322580645
Jordan Ayew,1.6686046511627908,1.1046511627906976,0.4883720930232558,0.7093023255813954,0.4709302325581395,0.4651162790697674,1.2674418604651163,24.719186046511627,0.8023255813953488,0.9534883720930232,0.0755813953488372,0.877906976744186,0.4651162790697674,2.133720930232558,0.5116279069767442,0.005813953488372
Wilfried Zaha,1.1299435028248588,0.6440677966101694,0.3954802259887006,0.4858757062146893,0.2485875706214689,0.3050847457627119,1.0112994350282485,18.445762711864408,0.7062146892655368,0.7062146892655368,0.0112994350282485,0.6949152542372882,0.3163841807909605,1.4463276836158192,0.1468926553672316,0.0
Jean-Philippe Mateta,0.2962962962962963,0.1851851851851851,0.074074074074074,0.1481481481481481,0.074074074074074,0.0462962962962962,0.3888888888888889,3.240740740740741,0.3425925925925926,0.324074074074074,0.0925925925925925,0.2314814814814814,0.1203703703703703,0.4166666666666667,0.5648148148148148,0.0
Odsonne Édouard,0.6666666666666666,0.3571428571428571,0.1428571428571428,0.3095238095238095,0.2142857142857142,0.2619047619047619,0.6190476190476191,18.65,0.3571428571428571,0.6428571428571429,0.238095238095238,0.4047619047619047,0.0476190476190476,0.7142857142857143,0.6666666666666666,0.0
Benjamin Tahirovic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
José Luis Palomino,2.159235668789809,1.197452229299363,1.267515923566879,0.7643312101910829,0.1273885350318471,0.8535031847133758,1.5541401273885351,43.619745222929936,0.7006369426751592,1.1592356687898089,0.5668789808917197,0.5923566878980892,2.2229299363057327,4.382165605095541,2.579617834394905,0.0445859872611464
Marko Lazetić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeroen Zoet,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.125,6.25,0.0625,0.0,0.0,0.0,0.0,0.0625,0.5,0.125
Federico Chiesa,1.448717948717949,0.8782051282051282,0.4871794871794871,0.5064102564102564,0.4551282051282051,0.4551282051282051,1.4807692307692308,22.15833333333333,1.0256410256410255,0.7051282051282052,0.0256410256410256,0.6794871794871795,0.3269230769230769,1.7756410256410255,0.358974358974359,0.0
Luka Romero,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.3333333333333333,0.5,0.0,0.0
Samuele Vignato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kastriot Dermaku,0.7368421052631579,0.3157894736842105,0.5789473684210527,0.1578947368421052,0.0,0.1578947368421052,0.2631578947368421,13.157894736842104,0.1052631578947368,1.1578947368421053,0.8947368421052632,0.2631578947368421,0.7368421052631579,1.4736842105263157,3.631578947368421,0.0526315789473684
Mato Jajalo,1.3269230769230769,0.6538461538461539,0.6538461538461539,0.5576923076923077,0.1153846153846153,0.5,1.2115384615384617,21.60192307692308,0.7115384615384616,0.5384615384615384,0.1346153846153846,0.4038461538461538,0.6153846153846154,1.9423076923076923,0.5,0.0384615384615384
Cristian Volpato,0.4285714285714285,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,14.285714285714286,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.0
Daniele Montevago,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0
Alessandro Zanoli,0.8461538461538461,0.5384615384615384,0.4615384615384615,0.3076923076923077,0.0769230769230769,0.2307692307692307,0.3846153846153846,23.07692307692308,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.3076923076923077,1.1538461538461535,1.3076923076923077,0.0
Duccio Degli Innocenti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Samuel Iling-Junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malick Thiaw,1.6333333333333333,1.0,0.9666666666666668,0.6333333333333333,0.0333333333333333,0.5666666666666667,1.0,26.113333333333333,0.4333333333333333,0.8333333333333334,0.6333333333333333,0.2,1.5,3.1333333333333333,3.533333333333333,0.0666666666666666
Giangiacomo Magnani,0.6973684210526315,0.4342105263157895,0.4473684210526316,0.2105263157894736,0.0394736842105263,0.3289473684210526,0.6578947368421053,21.928947368421053,0.3289473684210526,0.75,0.5394736842105263,0.2105263157894736,1.118421052631579,1.8157894736842104,3.697368421052632,0.0263157894736842
Diego Demme,2.1791044776119404,1.2985074626865671,0.8507462686567164,1.1044776119402986,0.2238805970149253,1.0298507462686568,2.2686567164179103,33.351492537313426,1.2388059701492538,0.8656716417910447,0.0895522388059701,0.7761194029850746,0.8731343283582089,3.0522388059701493,0.6268656716417911,0.0074626865671641
Marco Carnesecchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1666666666666666
Emil Bohinen,1.1764705882352942,0.7058823529411765,0.4117647058823529,0.5882352941176471,0.1764705882352941,0.8235294117647058,1.411764705882353,43.33529411764706,0.5882352941176471,1.1764705882352942,0.1764705882352941,1.0,0.7647058823529411,1.9411764705882355,0.8823529411764706,0.0
Hamed Junior Traorè,1.1925925925925926,0.6518518518518519,0.4148148148148148,0.5259259259259259,0.2518518518518518,0.4888888888888889,1.451851851851852,22.172592592592597,0.9629629629629628,0.762962962962963,0.074074074074074,0.6888888888888889,0.5259259259259259,1.7185185185185186,0.2888888888888888,0.0148148148148148
Samuel Umtiti,1.1267605633802815,0.6901408450704225,0.7183098591549296,0.380281690140845,0.028169014084507,0.4788732394366197,0.704225352112676,31.454929577464792,0.2253521126760563,0.8028169014084507,0.5352112676056338,0.2676056338028169,1.267605633802817,2.3943661971830985,2.3380281690140845,0.0704225352112676
Daniel Maldini,0.65,0.2,0.2,0.25,0.2,0.25,0.75,13.330000000000002,0.5,0.4,0.0,0.4,0.15,0.8,0.15,0.0
Ibrahim Sulemana,0.8,0.8,0.2,0.4,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.6,1.4,0.0,0.0
Sebastian Walukiewicz,1.4651162790697674,0.8372093023255814,0.8372093023255814,0.5581395348837209,0.0697674418604651,0.6744186046511628,1.3255813953488371,38.64418604651163,0.6511627906976745,1.186046511627907,0.7674418604651163,0.4186046511627907,1.3255813953488371,2.7906976744186047,2.8372093023255816,0.0
André Onana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquin Sosa,0.5,0.25,0.5,0.0,0.0,0.25,0.5,25.0,0.25,0.5,0.25,0.25,0.25,0.75,2.0,0.0
Giulio Donati,1.6290322580645162,1.1451612903225807,0.967741935483871,0.5161290322580645,0.1451612903225806,0.967741935483871,1.4838709677419355,51.18387096774193,0.5161290322580645,1.032258064516129,0.3548387096774194,0.6774193548387096,1.2903225806451613,2.919354838709677,2.161290322580645,0.0161290322580645
Andrea Conti,1.3333333333333333,0.75,0.7666666666666667,0.45,0.1166666666666666,0.6833333333333333,1.5666666666666669,26.651666666666664,0.8833333333333333,0.75,0.2,0.55,1.3833333333333333,2.716666666666667,1.4333333333333331,0.0333333333333333
Matteo Lovato,1.1224489795918366,0.6938775510204082,0.7142857142857143,0.3469387755102041,0.0612244897959183,0.4897959183673469,1.0408163265306123,23.4,0.5510204081632653,0.9183673469387756,0.4489795918367347,0.4693877551020408,1.489795918367347,2.6122448979591835,2.224489795918368,0.0408163265306122
Pedro Obiang,1.6574074074074074,1.0277777777777777,0.7592592592592593,0.7592592592592593,0.1388888888888889,0.6296296296296297,1.5925925925925926,28.00648148148148,0.9629629629629628,1.0648148148148149,0.3888888888888889,0.6759259259259259,0.7592592592592593,2.4166666666666665,1.0185185185185186,0.0185185185185185
Janis Antiste,0.9047619047619048,0.5238095238095238,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.6666666666666666,16.666666666666668,0.3809523809523809,0.3333333333333333,0.0476190476190476,0.2857142857142857,0.1904761904761904,1.0952380952380951,0.2857142857142857,0.0
Kelvin Amian,1.7716535433070866,1.2125984251968505,1.2992125984251968,0.3543307086614173,0.1181102362204724,0.6771653543307087,1.0,38.6496062992126,0.3228346456692913,0.9133858267716536,0.3779527559055118,0.5354330708661418,1.0393700787401574,2.811023622047244,3.0236220472440944,0.0157480314960629
Julius Beck,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ciprian Tătărușanu,0.0123456790123456,0.0,0.0123456790123456,0.0,0.0,0.0123456790123456,0.037037037037037,1.2345679012345678,0.0246913580246913,0.0,0.0,0.0,0.037037037037037,0.0493827160493827,0.4320987654320987,0.074074074074074
Valentin Carboni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Yann Karamoh,0.6144578313253012,0.3493975903614458,0.216867469879518,0.2650602409638554,0.1325301204819277,0.1927710843373494,0.6987951807228916,9.637349397590365,0.5060240963855421,0.2891566265060241,0.0,0.2891566265060241,0.1927710843373494,0.8072289156626506,0.216867469879518,0.0120481927710843
Sergiño Dest,1.25,0.6071428571428571,0.8214285714285714,0.3214285714285714,0.1071428571428571,0.5892857142857143,0.9464285714285714,36.1625,0.3571428571428571,0.8392857142857143,0.1428571428571428,0.6964285714285714,0.2321428571428571,1.4821428571428572,0.7857142857142857,0.0178571428571428
Marco Sportiello,0.0384615384615384,0.0192307692307692,0.0384615384615384,0.0,0.0,0.0288461538461538,0.0673076923076923,2.8846153846153846,0.0384615384615384,0.0096153846153846,0.0,0.0096153846153846,0.0288461538461538,0.0673076923076923,0.3076923076923077,0.0673076923076923
Simone Verdi,0.7210884353741497,0.4625850340136054,0.2925170068027211,0.3129251700680272,0.1156462585034013,0.3129251700680272,0.9455782312925172,18.876870748299325,0.6326530612244898,0.3809523809523809,0.0068027210884353,0.3741496598639456,0.3945578231292517,1.1156462585034013,0.1292517006802721,0.0136054421768707
Luca Ranieri,1.2903225806451613,0.7419354838709677,0.8064516129032258,0.3548387096774194,0.1290322580645161,0.6774193548387096,1.1935483870967742,36.02258064516129,0.5161290322580645,0.6129032258064516,0.2580645161290322,0.3548387096774194,0.8709677419354839,2.161290322580645,2.5161290322580645,0.0
Tommaso Milanese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Acerbi,1.2857142857142858,0.7582417582417582,0.8021978021978022,0.3846153846153846,0.0989010989010989,0.445054945054945,0.7362637362637363,29.30439560439561,0.2912087912087912,1.0879120879120878,0.6923076923076923,0.3956043956043956,1.6868131868131868,2.9725274725274726,4.21978021978022,0.0274725274725274
Luca D'Andrea,0.8,0.0,0.4,0.2,0.2,0.2,0.8,20.0,0.6,0.4,0.0,0.4,0.2,1.0,0.2,0.0
Matías Viña,1.7241379310344829,1.0689655172413792,0.9655172413793104,0.5517241379310345,0.2068965517241379,1.0689655172413792,2.1379310344827585,30.53793103448276,1.0689655172413792,1.0689655172413792,0.1379310344827586,0.9310344827586208,0.9310344827586208,2.655172413793104,1.3103448275862069,0.0
Liberato Cacace,2.1666666666666665,0.9166666666666666,1.25,0.5833333333333334,0.3333333333333333,1.0833333333333333,1.1666666666666667,56.25,0.0833333333333333,1.0,0.4166666666666667,0.5833333333333334,0.6666666666666666,2.833333333333333,0.9166666666666666,0.0
Juan Cabal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,33.333333333333336,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
Ajdin Hrustic,0.6153846153846154,0.4358974358974359,0.2051282051282051,0.282051282051282,0.1282051282051282,0.3846153846153846,1.1282051282051282,22.26410256410256,0.7435897435897436,0.5384615384615384,0.0256410256410256,0.5128205128205128,0.358974358974359,0.9743589743589745,0.3076923076923077,0.0256410256410256
Nicolò Casale,1.431818181818182,0.8863636363636364,0.7727272727272727,0.6136363636363636,0.0454545454545454,0.6818181818181818,1.1136363636363635,42.98636363636364,0.4318181818181818,0.8863636363636364,0.4090909090909091,0.4772727272727273,1.25,2.6818181818181817,2.636363636363636,0.0
Ruan,0.75,0.5,0.75,0.0,0.0,0.4166666666666667,0.5,25.0,0.0833333333333333,0.6666666666666666,0.5,0.1666666666666666,0.3333333333333333,1.0833333333333333,2.1666666666666665,0.0833333333333333
Stefan Posch,2.1965811965811968,1.3333333333333333,1.2222222222222223,0.8461538461538461,0.1282051282051282,1.0854700854700854,1.8803418803418803,43.34871794871794,0.7948717948717948,1.5213675213675213,0.5982905982905983,0.9230769230769232,1.4102564102564104,3.606837606837607,3.017094017094017,0.0341880341880341
Jack Hendry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,2.333333333333333,0.0
Soualiho Meïté,1.1587301587301588,0.626984126984127,0.4523809523809524,0.5396825396825397,0.1666666666666666,0.5317460317460317,1.3333333333333333,25.2,0.8015873015873016,1.0634920634920637,0.1746031746031746,0.8888888888888888,0.8253968253968254,1.984126984126984,0.8809523809523809,0.0158730158730158
Felix Afena-Gyan,0.5833333333333334,0.2083333333333333,0.1666666666666666,0.2916666666666667,0.125,0.2083333333333333,0.3333333333333333,18.054166666666667,0.125,0.1666666666666666,0.0,0.1666666666666666,0.125,0.7083333333333334,0.0416666666666666,0.0
Aster Vranckx,1.1724137931034482,0.4482758620689655,0.4827586206896552,0.5517241379310345,0.1379310344827586,0.4827586206896552,0.896551724137931,30.920689655172417,0.4137931034482758,0.6896551724137931,0.2413793103448276,0.4482758620689655,0.4482758620689655,1.6206896551724137,0.5862068965517241,0.0
David Zima,1.037037037037037,0.5925925925925926,0.4444444444444444,0.5555555555555556,0.037037037037037,0.4444444444444444,0.8518518518518519,26.85185185185185,0.4074074074074074,0.8148148148148148,0.5555555555555556,0.2592592592592592,1.148148148148148,2.185185185185185,1.9259259259259256,0.037037037037037
Ethan Ampadu,2.25,1.4558823529411764,1.2352941176470589,0.9117647058823528,0.1029411764705882,0.7647058823529411,1.75,36.42205882352941,0.9852941176470588,1.5294117647058822,0.6911764705882353,0.8382352941176471,1.6029411764705883,3.852941176470588,2.764705882352941,0.0441176470588235
Juan Jesus,1.513157894736842,1.0526315789473684,1.013157894736842,0.4342105263157895,0.0657894736842105,0.7105263157894737,1.25,37.51973684210526,0.5394736842105263,0.9736842105263158,0.5657894736842105,0.4078947368421052,0.9210526315789472,2.4342105263157894,2.0789473684210527,0.0
Gianluca Gaetano,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,7.142857142857143,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0
Remi Oudin,1.062937062937063,0.5804195804195804,0.5664335664335665,0.3566433566433566,0.1398601398601398,0.4615384615384615,1.06993006993007,26.060139860139863,0.6083916083916084,0.6503496503496503,0.0839160839160839,0.5664335664335665,1.083916083916084,2.1468531468531467,0.8741258741258742,0.0139860139860139
Pablo Rodríguez,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.5,0.0,0.0
Armando Izzo,1.7086614173228347,1.078740157480315,0.9133858267716536,0.6220472440944882,0.1732283464566929,0.7007874015748031,1.2440944881889764,37.71653543307087,0.5433070866141733,1.125984251968504,0.5748031496062992,0.5511811023622047,2.1653543307086616,3.874015748031496,3.47244094488189,0.0236220472440944
Jean-Daniel Akpa-Akpro,1.3125,0.875,0.4791666666666667,0.7083333333333334,0.125,0.3541666666666667,0.8541666666666666,23.089583333333334,0.5,0.7291666666666666,0.2083333333333333,0.5208333333333334,0.4583333333333333,1.7708333333333333,0.4375,0.0
Marko Pjaca,0.3956043956043956,0.1978021978021978,0.1428571428571428,0.1648351648351648,0.0879120879120879,0.1648351648351648,0.4175824175824176,11.721978021978025,0.2527472527472527,0.2527472527472527,0.0439560439560439,0.2087912087912088,0.2087912087912088,0.6043956043956044,0.2307692307692307,0.0
Emmanuel Ekong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flavius Daniliuc,1.5593220338983051,0.9661016949152542,1.0169491525423728,0.4406779661016949,0.1016949152542373,0.8813559322033898,1.271186440677966,45.42203389830509,0.3898305084745763,0.7966101694915254,0.3389830508474576,0.4576271186440678,0.6440677966101694,2.2033898305084745,1.8135593220338984,0.0169491525423728
Krzysztof Piątek,0.375,0.2279411764705882,0.0514705882352941,0.1838235294117647,0.1397058823529411,0.0955882352941176,0.5735294117647058,7.965441176470588,0.4779411764705882,0.4044117647058823,0.0514705882352941,0.3529411764705882,0.1470588235294117,0.5220588235294118,0.6544117647058824,0.0
Mohamed Camara,2.1578947368421053,1.5263157894736843,0.7894736842105263,1.1578947368421053,0.2105263157894736,1.0526315789473684,2.0526315789473686,33.77368421052632,1.0,1.0526315789473684,0.1052631578947368,0.9473684210526316,0.9473684210526316,3.1052631578947367,0.5789473684210527,0.0
Eldor Shomurodov,0.53125,0.28125,0.125,0.265625,0.140625,0.15625,0.734375,7.421875,0.578125,0.40625,0.03125,0.375,0.125,0.65625,0.21875,0.0
Ignacio Pussetto,1.1443298969072164,0.6391752577319587,0.3917525773195876,0.5051546391752577,0.2474226804123711,0.2783505154639175,0.8556701030927835,15.97938144329897,0.5773195876288659,0.7010309278350515,0.0618556701030927,0.6391752577319587,0.5360824742268041,1.6804123711340206,0.6701030927835051,0.0
Nikola Moro,1.2,0.6,0.6,0.6,0.0,0.4,1.0,40.0,0.6,0.4,0.0,0.4,0.4,1.6,0.2,0.0
Joshua Zirkzee,0.4090909090909091,0.1818181818181818,0.0454545454545454,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.4545454545454545,15.909090909090908,0.2727272727272727,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.5,0.0909090909090909,0.0
Armand Lauriente,0.987012987012987,0.4935064935064935,0.2857142857142857,0.5454545454545454,0.1558441558441558,0.2987012987012987,0.8441558441558441,19.58831168831169,0.5454545454545454,0.7792207792207793,0.0389610389610389,0.7402597402597403,0.4675324675324675,1.4545454545454546,0.1558441558441558,0.0
Nicolò Fagioli,0.75,0.5,0.25,0.25,0.25,0.125,0.25,12.5,0.125,0.375,0.125,0.25,0.625,1.375,0.25,0.0
Leandro Paredes,1.4567901234567902,0.8518518518518519,0.6049382716049383,0.7283950617283951,0.1234567901234567,0.7777777777777778,1.6296296296296295,34.217283950617286,0.8518518518518519,0.691358024691358,0.2222222222222222,0.4691358024691358,0.8024691358024691,2.259259259259259,0.6296296296296297,0.0617283950617283
Matteo Ruggeri,0.5,0.1666666666666666,0.2916666666666667,0.1666666666666666,0.0416666666666666,0.4166666666666667,0.5833333333333334,25.695833333333336,0.1666666666666666,0.5,0.125,0.375,0.4583333333333333,0.9583333333333334,1.2916666666666667,0.0
Davide Zappacosta,1.0618556701030928,0.5567010309278351,0.4742268041237113,0.4020618556701031,0.1855670103092783,0.5154639175257731,1.0618556701030928,25.85979381443299,0.5463917525773195,0.6597938144329897,0.0618556701030927,0.5979381443298969,0.4845360824742268,1.5463917525773196,1.0721649484536082,0.0103092783505154
Rasmus Højlund,0.1818181818181818,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,9.090909090909092,0.0909090909090909,0.1818181818181818,0.0,0.1818181818181818,0.0,0.1818181818181818,0.0,0.0
Alessandro Tuia,1.4137931034482758,0.5862068965517241,1.206896551724138,0.1724137931034483,0.0344827586206896,0.5172413793103449,0.896551724137931,33.334482758620695,0.3793103448275862,0.7931034482758621,0.3448275862068966,0.4482758620689655,1.3793103448275863,2.793103448275862,3.310344827586207,0.0344827586206896
Giuseppe Pezzella,1.2040816326530612,0.6632653061224489,0.7959183673469388,0.2551020408163265,0.1530612244897959,0.5714285714285714,1.183673469387755,32.56734693877551,0.6122448979591837,0.6530612244897959,0.2755102040816326,0.3775510204081632,0.4183673469387755,1.6224489795918366,1.663265306122449,0.0408163265306122
